student_number,first_name,last_name,marital_status,previous_qualification_grade,admission_grade,displaced,debtor,tuition_fees_up_to_date,gender,scholarship_holder,age_at_enrollment,curricular_units_1st_sem_enrolled
adc52aac,Dustin,Shields,1,146.0,128.2,0,1,1,0,0,18,6
f3654478,Joseph,Shepard,1,122.0,112.6,0,1,1,0,0,20,11
6a7e0344,Nathan,Rose,1,118.0,110.0,1,0,1,0,0,19,7
af35aab2,Christopher,Anderson,1,140.0,140.0,0,0,1,0,0,20,6
7e8077ba,Karen,Henderson,2,140.0,130.0,0,0,1,0,0,34,5
663c7765,Anita,Faulkner,1,120.0,112.0,1,0,1,0,0,18,6
9242c0a4,Kristen,Thomas,1,120.0,119.5,0,1,1,0,0,25,6
c09e5868,Lawrence,Willis,1,100.0,101.8,1,0,1,0,0,21,6
cf31f88b,Jeffrey,Sandoval,2,120.0,170.0,0,0,1,0,0,34,5
3c100ffc,Kent,Rivas,1,127.0,133.5,1,0,1,1,0,17,0
9d7a5cae,Lauren,Garrett,1,100.0,153.0,0,0,1,1,0,22,6
bc3b60d2,Cassandra,Kim,1,138.0,123.0,1,0,1,0,0,19,7
3d46a2aa,Edward,Carney,1,150.0,150.0,0,0,1,0,0,20,6
11cdf966,David,Vance,1,123.0,123.7,1,0,1,0,0,19,6
2d91ff2a,Jessica,Preston,5,133.0,119.7,1,0,1,0,0,21,5
6715f0de,Janet,Evans,1,133.1,117.0,0,0,1,0,0,21,6
daf1a2d2,Maria,Thomas,1,127.0,121.1,0,0,1,0,1,18,7
684d2399,Kathleen,Le,1,145.0,146.1,1,0,1,0,0,18,6
3d74a275,Daniel,Sparks,1,138.0,126.8,1,0,1,0,0,18,5
e1aecea4,Arthur,Parker,1,150.0,150.0,1,0,1,0,0,19,5
4873c11b,William,Galvan,1,133.0,134.8,1,0,1,0,0,18,0
5982f6ae,Jessica,Cervantes,1,125.0,126.8,0,0,1,0,0,18,6
da32a2cb,Nathan,Jones,1,137.0,131.1,1,0,1,0,0,18,7
672210d7,Yolanda,Weber,1,143.0,131.8,1,1,0,0,0,18,6
133e9df9,Emily,Duran,1,130.0,130.0,1,0,1,0,0,21,6
d29c0048,Lisa,Larson,1,137.0,143.3,1,0,1,0,0,18,0
812024dc,Catherine,Kelley,1,133.0,136.2,1,0,1,0,0,19,6
486c6c3f,Aaron,Castillo,1,124.0,126.8,0,0,1,0,1,18,6
40d310e5,Jonathan,Lopez,1,144.0,129.3,1,0,1,1,1,18,0
9d296f5c,Ashley,Fletcher,1,142.0,127.3,0,0,1,1,0,18,5
39b693a8,Richard,Hall,1,133.1,98.0,1,0,1,1,1,19,6
b8a63aad,Donna,Martin,1,130.0,122.0,1,0,1,1,0,20,5
ba112ddd,Deborah,Hernandez,1,117.0,112.5,1,0,1,1,0,19,6
d65b21ce,Stephanie,Jackson,1,180.0,180.0,0,0,1,1,1,20,7
7d115a62,Adam,Wallace,1,130.0,130.8,0,0,1,1,0,22,5
a584048d,Scott,Jenkins,1,133.1,109.0,1,0,1,1,1,22,5
850b935a,Anthony,Smith,1,126.0,130.2,0,0,1,1,0,19,5
13e27055,Brian,Young,1,133.0,130.2,0,0,1,1,0,19,6
626be8ae,Troy,Austin,1,146.0,100.0,0,0,1,1,0,18,5
ed10b71a,James,Reynolds,1,118.0,121.2,0,0,1,1,1,18,6
2dc16c92,James,Pena,1,123.0,117.8,0,0,1,1,0,19,6
650439ac,Erica,Mendez,1,130.0,110.0,0,0,1,1,0,24,6
92def2bb,Brittany,Conway,1,133.1,138.3,1,1,0,1,0,25,6
5a04ba1d,Jacob,Zuniga,2,130.0,127.8,0,0,1,1,0,37,5
46bcbb11,Melissa,Ray,1,128.0,100.0,0,0,1,1,0,19,5
bf956f33,Gloria,Nichols,1,128.0,124.7,0,0,1,1,1,19,7
9f5800e4,Michael,Bradley,1,136.0,124.1,0,0,1,1,1,21,8
b76fa960,Juan,Lynch,1,130.0,130.0,0,0,1,1,0,20,7
fcdc122e,Joshua,Baldwin,1,122.0,116.1,0,0,1,1,1,19,6
af9fd204,Jessica,Martinez,1,110.0,114.3,1,0,1,1,0,42,6
f5a70208,Daniel,Anderson,1,106.0,104.6,0,0,0,1,0,21,6
99fd51e2,Allen,Meyer,1,132.0,136.6,1,0,1,1,0,19,6
bd7ee2c9,William,Jackson,1,140.0,140.0,0,0,1,1,0,21,6
ef5814ba,John,Richards,1,140.0,138.3,0,0,1,1,0,20,6
2dfd5298,Carolyn,Grant,1,136.0,117.5,0,0,1,1,0,19,5
19c98e9c,Jason,Bell,1,140.0,140.0,0,0,1,1,0,23,7
3be18391,Brian,Cook,1,131.0,125.1,0,0,1,1,0,18,6
f0d74084,Dana,Weaver,1,130.0,118.8,0,1,1,1,1,22,5
e43e46cf,Jamie,Padilla,1,136.0,125.2,1,0,1,1,0,19,5
ac0796a7,Samantha,Wagner,1,110.0,107.6,1,0,1,1,1,22,6
d1972b24,Mary,Casey,1,160.0,100.0,0,0,1,1,0,38,6
3cdbd321,Lauren,Duran,1,110.0,126.0,1,0,1,1,0,27,7
c23d2fb9,Theodore,Randall,1,129.0,121.6,1,0,1,1,0,19,5
3f3342ae,Jerry,Barber,1,122.0,114.7,0,0,1,1,0,20,5
eca8eb4e,Jason,Ayers,1,139.0,133.1,1,0,1,1,0,18,5
844c9acd,Rodney,Gibson,1,132.0,120.5,0,0,1,1,0,19,6
cf7f4177,Bradley,Smith,1,139.0,110.3,0,1,1,1,0,24,5
1b0be32c,Anthony,Taylor,1,140.0,140.0,1,0,1,1,0,22,5
96caaafb,Ralph,Walsh,1,144.0,132.8,0,0,1,1,1,19,6
ebd5f0ed,Ann,Sanchez,1,131.0,127.2,1,1,1,1,0,23,17
96f79a05,Michelle,Harris,1,140.0,133.4,1,0,0,1,0,29,6
f3473964,Kathleen,Jones,1,140.0,140.0,0,0,1,1,0,20,6
7704dc09,Charles,Lopez,1,125.0,117.0,1,0,1,1,0,22,0
115b6c07,Samuel,Reilly,1,117.0,110.7,1,0,1,1,0,20,6
21b96931,Sarah,Smith,1,150.0,160.0,1,0,1,1,0,24,5
b46ba914,Kyle,Ryan,1,130.0,130.0,0,1,1,1,0,21,12
e0674f97,Jamie,Green,1,127.0,115.8,0,0,1,1,0,20,5
75ac693c,Adam,Luna,1,125.0,126.1,1,0,1,1,0,22,6
8d4153dc,Lisa,Robinson,1,135.0,126.3,0,0,1,1,0,18,5
fd00a082,Maria,Shaw,1,128.0,124.2,1,0,1,1,0,22,6
4ac93f87,Sean,Marshall,1,135.0,136.1,1,0,1,1,0,19,6
c1ebaed5,Jesse,White,2,150.0,120.0,0,0,1,0,0,43,5
12a63550,Melvin,West,1,133.1,129.8,0,0,1,1,0,24,7
402ac0fe,Rachel,Burns,1,135.0,126.6,1,0,1,1,0,18,5
f1436137,Becky,Green,2,160.0,120.0,0,0,1,1,0,21,5
e1c44d2b,Jacob,Logan,1,100.0,108.3,0,0,1,1,0,39,6
feb3ff49,Darrell,Wilson,1,120.0,100.0,0,0,1,1,0,34,7
b0f50531,Ricardo,Williams,1,130.0,118.1,0,1,0,1,0,18,0
8d7e7599,Rachel,Williams,1,130.0,130.0,0,0,1,1,0,21,12
fb5290da,James,Lopez,1,166.0,146.4,0,0,1,1,0,27,5
b2e1d443,Tricia,Flores,1,146.0,148.5,1,0,1,1,0,18,5
62857d99,Elizabeth,Craig,1,140.0,140.0,0,0,1,1,1,20,6
50740021,Brian,Smith,1,150.0,150.0,1,0,1,1,0,19,6
7d9d48b9,Thomas,Adkins,1,160.0,140.8,1,0,1,1,0,23,6
843c6824,Susan,Hernandez,1,120.0,120.0,1,0,1,1,0,22,0
f0100aed,Ricardo,Johnson,1,133.0,123.2,1,0,1,1,0,20,5
a667d684,Miranda,Gray,1,124.0,127.9,1,0,1,1,0,20,6
0eea3286,Lindsay,Ford,1,128.0,120.3,0,0,1,1,0,19,5
8cfaa8bd,Jeffrey,Velasquez,1,190.0,190.0,1,0,1,0,0,18,7
22155c9e,Regina,Garcia,1,122.0,121.0,1,0,1,1,0,20,5
455d3173,Timothy,Faulkner,1,138.0,126.3,1,0,1,0,1,18,6
a6431ad8,Sheryl,Berry,1,141.0,130.2,1,0,1,0,0,19,6
cc015b96,Sergio,Barnett,1,100.0,100.0,0,0,1,0,0,19,5
a6884706,Kathy,Rodriguez,1,140.0,140.0,0,0,1,0,0,19,6
43892ce5,Susan,Mccann,1,145.0,153.1,1,0,1,0,1,20,6
8f2171b4,Scott,Reed,1,134.0,124.9,1,1,1,1,0,18,5
db8a4735,Tonya,Meyers,1,163.0,150.8,1,0,1,1,0,18,5
3583fd89,Jessica,Barnett,1,165.0,163.6,1,0,1,0,0,18,0
98843b7e,Megan,Chen,1,142.0,115.0,0,0,1,0,0,19,5
32ae55e2,Barbara,Cox,1,133.0,126.0,0,0,1,0,0,20,6
affa9db4,Dana,Peters,1,140.0,105.0,0,0,1,0,0,26,6
a8bfac70,Denise,Dickerson,1,133.1,139.4,0,1,1,0,0,41,5
9382a438,Megan,Lucero,1,150.0,138.5,0,0,1,0,0,26,5
e991a27f,Troy,Turner,1,115.0,108.7,1,0,1,0,0,21,5
3d163aba,Emily,Case,1,133.1,106.0,1,0,1,0,0,24,5
e553a8b1,Scott,Bailey,1,134.0,127.4,1,0,1,0,0,18,6
aad9e3d8,Robert,Leonard,1,133.1,95.0,1,1,0,0,0,22,7
d60f9254,David,Cummings,1,115.0,115.0,1,0,1,0,0,23,5
5cbfb294,Mark,Carter,1,130.0,121.3,1,0,1,0,0,21,5
8d78a814,Michael,Harper,1,118.0,121.2,1,0,1,0,0,18,6
fa754c2c,Harold,Neal,1,122.0,112.9,1,0,1,0,0,22,6
7183ac8a,Wayne,Woodard,1,100.0,115.9,0,0,1,0,0,29,10
1d94d4e8,Jonathan,Berry,1,137.0,125.3,0,0,1,1,0,19,7
8890f848,Michelle,Abbott,1,120.0,111.3,0,0,1,1,1,18,5
b7d9d582,Mark,Vega,1,120.0,144.8,0,0,1,1,0,28,5
58d26642,Stacey,Yoder,1,132.0,129.9,1,0,1,1,0,20,6
e97728f9,William,Cook,1,150.0,126.4,0,0,1,1,0,26,7
ef38d45a,Tanya,King,1,127.0,121.4,0,0,1,1,0,20,7
5a162d8d,Kenneth,Carroll,1,114.0,111.9,1,0,1,1,1,20,6
b3058c5d,Justin,Diaz,2,133.1,100.5,1,0,1,1,0,43,8
06c05bbd,Jennifer,Mills,1,138.0,123.3,1,1,1,1,0,18,5
a1beb112,Jerry,Moody,2,160.0,114.3,0,0,1,1,0,40,5
426bb911,Sarah,Crane,1,133.1,97.0,0,0,1,1,0,27,6
2c936ce6,Jason,Nelson,1,140.0,140.0,1,1,1,1,0,26,6
344e0704,Jennifer,Chapman,1,126.0,122.5,1,0,1,1,0,20,5
84ce69ad,Roger,Mayer,1,130.0,115.7,0,0,1,1,0,20,5
a24e142e,Peggy,Hernandez,1,140.0,166.0,1,1,1,1,0,20,5
489913f8,Becky,Lang,1,120.0,125.3,0,1,1,1,0,30,7
9ac4f35f,Marvin,Wright,1,115.0,109.1,0,1,0,1,0,21,6
7d781922,Douglas,Wiley,1,109.0,108.0,0,0,1,1,0,19,5
b524145e,Meghan,Allen,4,160.0,130.0,0,0,1,0,0,25,7
519c893f,Philip,Anderson,2,110.0,112.8,0,0,1,0,1,26,7
85044b2d,Jennifer,Duncan,1,129.0,128.3,1,0,1,0,0,19,5
0d44ee48,Sheri,Vasquez,1,127.0,100.0,0,0,1,0,0,21,6
47d2f57d,Elaine,Alexander,1,138.0,123.0,1,0,1,0,0,21,5
592330e6,Destiny,Gonzalez,1,130.0,120.0,0,0,0,0,0,26,6
95084362,Victoria,Greene,1,131.0,122.0,1,0,1,0,0,20,8
19a9a0e2,Tiffany,Green,1,118.0,110.7,1,0,1,0,0,18,6
018bc56f,Kristin,Williams,1,106.0,102.2,1,1,1,1,0,20,7
d8eac8bd,Monica,Williams,1,120.0,120.0,0,0,1,1,0,23,6
2dc9712c,Andre,Wilkerson,1,130.0,130.0,0,0,1,1,0,20,6
b5241e58,Christopher,Cook,1,120.0,100.0,0,0,1,0,0,45,9
affca6fc,Isabella,Gonzalez,1,100.0,111.0,1,0,1,0,1,26,6
765953d6,Nathan,Henderson,1,130.0,130.1,0,0,1,0,0,25,5
3ba7dd93,Kathleen,Reynolds,1,124.0,117.5,1,0,1,1,0,19,8
a276dcc2,Robert,Hatfield,1,126.0,120.2,0,0,1,0,1,19,7
a755f408,Brandon,Scott,1,141.0,136.1,1,0,1,0,1,18,0
ac1b132e,Judith,Martin,1,129.0,122.4,1,0,1,0,0,19,5
9a0289c6,James,Wolf,1,119.0,105.0,1,0,1,0,0,23,6
7863e575,Matthew,Jones,1,132.0,129.9,1,0,1,0,0,20,6
93c41762,Heather,King,1,120.0,111.3,1,0,1,1,0,19,5
b9109d1f,Katherine,Johnson,4,130.0,127.6,0,0,1,1,0,29,5
4c522d7d,Jennifer,Webb,1,122.0,126.6,1,0,1,0,0,18,6
4469ab21,Kimberly,Keller,1,126.0,120.1,1,0,1,0,0,19,7
276c594c,Nancy,Smith,1,129.0,117.8,0,0,1,0,1,19,5
5cbb2d94,Megan,Williamson,1,127.0,117.6,1,0,1,0,0,18,6
739b4ab0,Howard,Mccall,1,115.0,109.1,1,0,1,0,1,19,6
991673d6,Harold,Schwartz,1,125.0,120.3,1,0,1,0,0,19,7
4588d4c8,William,Lee,1,129.0,136.4,1,0,1,0,0,18,6
6ddb91b3,Jane,Rollins,1,137.0,124.4,1,0,1,0,0,18,5
c19e1e54,Paul,Walters,2,150.0,120.0,0,1,0,0,0,34,6
7d473199,Aaron,Smith,1,117.0,111.8,0,0,1,0,0,22,5
a4f9a6d8,Lauren,Hines,2,140.0,108.0,0,0,1,0,0,50,5
aed55b39,Martha,King,1,130.0,110.0,0,0,1,0,1,25,6
cf2513f9,Bryce,Dunlap,2,120.0,119.9,0,0,1,0,0,50,5
9b7910ad,Brenda,Bridges,4,133.1,106.0,1,0,1,0,0,48,6
fc019159,Katherine,Bartlett,2,110.0,140.0,0,0,1,0,0,41,5
6fd2819b,David,Frey,2,140.0,117.3,0,0,1,0,0,28,10
ae8dcbda,James,Miller,1,160.0,118.0,0,0,1,0,0,53,15
28b46798,Todd,Contreras,1,120.0,106.8,0,0,1,0,0,49,6
84533218,Kevin,Bradford,1,122.0,114.3,1,0,1,0,0,22,10
77ca9569,Larry,Howe,1,120.0,147.8,0,0,1,0,0,40,5
6d43ee3a,Steven,Maxwell,2,120.0,120.0,0,0,1,0,0,36,12
5cbbcaac,Edwin,Thompson,6,133.1,119.0,0,0,1,0,1,48,6
972db40c,John,Stewart,1,155.0,117.5,0,0,1,0,0,34,6
cf627319,Melissa,Williams,1,136.0,127.0,1,0,1,0,0,19,8
9284c2ea,Shirley,Stokes,2,110.0,127.1,0,0,1,0,0,34,5
5f64dc06,Joseph,Lewis,2,133.1,152.8,1,0,1,0,0,28,7
7c483af9,Joel,Duran,2,100.0,100.0,0,0,1,0,0,35,5
a25934b9,Olivia,Smith,1,138.0,133.0,1,0,1,0,0,18,8
6a19a1d6,Jeffrey,Bell,1,150.0,139.4,0,0,1,0,0,18,5
337e69c6,Robert,Casey,1,118.0,110.0,1,0,1,0,0,20,6
23f04825,Kathleen,Miller,1,137.0,125.1,1,0,1,0,0,18,6
f4534c1f,Natalie,Alexander,1,120.0,112.0,0,0,1,0,0,20,5
4607d0d9,Erin,Peterson,1,148.0,130.0,0,0,1,0,0,24,8
5306b316,Calvin,Mercado,1,127.0,124.6,1,0,1,0,1,19,5
377b6b66,Teresa,Kelley,1,137.0,139.8,1,0,1,0,0,18,6
cbc0fa79,Christina,Ortiz,1,130.0,128.8,1,0,1,0,0,18,7
43b964b2,Nicholas,Lucas,1,146.0,126.0,0,0,1,0,0,19,5
a52f1c5c,Julie,Livingston,1,139.0,112.3,1,0,1,0,0,19,5
e41ffa30,Crystal,Wright,1,130.0,137.4,0,0,1,0,0,19,6
0f8205b7,Tommy,Cole,1,140.0,124.3,1,0,1,0,0,19,7
4a6c7a3c,Blake,Obrien,1,121.0,111.9,1,0,1,1,1,20,6
1caa85e6,Trevor,Sandoval,1,130.0,149.0,1,0,1,1,0,33,5
81c1afce,Kim,Young,1,132.0,143.6,1,0,1,1,0,20,6
7c682e42,Samantha,Palmer,1,130.0,128.0,0,1,0,1,0,27,5
0d0dc287,Bryan,Munoz,2,110.0,110.0,0,0,1,0,0,33,8
5ad5191b,Tammy,Hart,1,128.0,128.4,1,0,1,0,1,20,6
9d3b64c2,Victor,Powell,1,138.0,135.9,1,0,1,0,0,19,6
8deae026,Rebecca,Schwartz,1,127.0,121.1,1,0,1,0,0,18,6
27526a6c,Erica,Johnson,1,143.0,144.1,1,0,1,0,0,19,6
688992fb,Jose,Jordan,1,133.1,115.0,1,0,1,0,0,21,5
03215142,Jennifer,Stewart,1,125.0,118.4,1,0,1,0,1,19,5
941fe63a,Matthew,Smith,1,126.0,116.9,1,0,1,0,0,21,6
d3082efa,Frank,Phelps,1,122.0,119.6,1,0,1,0,0,21,7
d3cee757,Madison,Griffin,1,141.0,135.4,1,0,1,0,0,18,7
f398c561,Jessica,Morales,1,129.0,126.9,1,0,1,0,1,19,6
e6eac1f1,Caitlin,King,1,101.0,102.4,0,0,1,0,0,20,7
057d78f0,Daisy,Peterson,1,125.0,125.7,0,0,1,0,0,20,5
ec982508,Sean,Vega,1,117.0,109.3,1,0,1,0,0,20,5
57e6e520,Jane,Williams,1,125.0,115.6,1,0,1,0,0,18,7
c896b901,Nicholas,Gutierrez,1,130.0,117.8,0,0,1,0,0,18,5
51e1a8c9,Joshua,Sanchez,1,121.0,123.1,1,0,1,1,0,21,6
47d04070,Heidi,Hill,1,135.0,122.8,1,0,1,1,1,20,6
c4c92960,Stephanie,Daugherty,1,131.0,120.2,1,0,1,0,1,19,6
01773047,Shannon,Day,1,140.0,125.7,1,0,1,1,1,19,7
224b2a9a,Mariah,Ramirez,1,130.0,137.0,1,0,1,1,0,28,5
5437c379,John,Johnson,1,122.0,116.4,0,0,1,1,0,21,5
d04516dd,Christian,Rodriguez,1,120.0,128.2,0,1,1,1,0,24,10
b08ef117,Sandra,Dunlap,1,140.0,140.0,1,0,1,1,0,23,6
04601854,Brett,Short,1,127.0,122.8,1,0,1,1,0,20,6
4aff40c2,Rebecca,Davis,1,124.0,118.4,1,0,1,1,0,18,0
6796fc35,Danielle,Lambert,1,148.0,134.7,0,0,1,0,0,23,13
61886f9b,Christine,Dunn,1,150.0,150.0,1,0,1,0,0,23,6
b8c9ac31,Aaron,Williams,2,130.0,142.5,0,0,1,0,0,39,5
7e1ceae3,Daniel,Smith,1,113.0,110.2,1,0,1,0,0,22,5
943a1ce2,Jacob,Patel,4,133.1,130.4,0,0,1,0,0,30,5
d0c689d7,Mark,Brown,2,140.0,110.0,0,0,1,0,1,35,5
43003c89,Tammy,Pruitt,1,120.0,120.0,1,0,1,0,0,26,7
6df6341d,Stephanie,Hahn,2,130.0,132.4,0,0,1,0,0,30,11
eb4aa142,Tina,Moore,2,162.0,132.0,0,1,1,1,0,25,5
1c4896e5,Dorothy,Parker,1,132.0,130.8,1,0,1,0,0,18,8
36f6cdb6,Danielle,Garcia,1,133.1,114.5,0,0,1,0,0,23,7
29c9505e,Christina,Villarreal,1,126.0,126.2,1,0,1,0,1,18,7
d15d7e7f,Dustin,Thompson,1,133.1,106.6,0,1,1,0,0,31,6
4306b17a,Christy,Marsh,1,120.0,118.3,0,0,1,1,0,20,6
95e4ea98,Christina,Stevenson,1,123.0,118.8,0,0,1,1,0,19,10
aa1bd161,Daniel,Rios,5,120.0,116.0,0,1,1,1,1,34,5
93af700d,Robert,Smith,1,110.0,99.0,0,0,1,1,0,21,5
e895095e,Cory,Rogers,1,129.0,132.5,1,0,1,1,0,21,6
8576315a,Erica,Burgess,1,140.0,133.4,0,0,1,1,0,24,6
86b8c09c,Brenda,Vargas,1,138.0,123.0,0,1,0,1,0,20,6
9cd77e1f,Jessica,Allen,1,160.0,153.7,0,0,1,1,0,19,5
ec6d1c30,Brady,Fischer,1,123.0,127.6,1,0,1,1,0,26,6
f87829c5,Daniel,Peters,1,130.0,130.0,0,0,1,1,0,20,5
dae1a963,Sophia,Herrera,1,143.0,135.0,1,0,1,0,0,21,5
2d00f638,Amanda,Hale,1,122.0,113.6,0,0,1,1,0,26,5
88451f87,Adam,Joseph,1,145.0,132.3,1,0,1,0,1,19,8
467dd3a0,Miranda,Jones,2,137.0,124.4,0,0,1,0,0,19,5
bfc4b899,Tammy,Gillespie,1,127.0,122.8,1,0,1,0,0,19,5
85102ca9,Ashley,Wilson,1,109.0,108.3,0,0,1,0,1,21,6
7783f573,Kelly,Sampson,1,129.0,118.9,1,0,1,0,0,19,5
87a8b684,Megan,Miller,1,131.0,126.1,0,0,1,0,0,18,5
3076f0be,Joel,Hamilton,1,126.0,125.7,0,0,1,0,0,20,6
b5013ce2,Shannon,Coleman,2,134.0,113.7,0,0,1,0,0,32,5
b9776975,Jamie,Gomez,1,134.0,121.1,1,0,1,0,0,19,6
bc55e78b,Jamie,Hansen,1,135.0,140.3,1,0,1,0,0,19,6
33f7a7bf,Ryan,Benjamin,1,139.0,133.4,0,0,1,0,0,18,5
2c2e3ccc,Brianna,Gonzalez,1,136.0,125.7,1,0,1,0,0,20,7
faa28687,Edward,Byrd,1,143.0,144.8,0,0,1,0,0,19,6
d5ed0a02,Donald,Williams,1,100.0,101.8,1,0,1,0,0,24,5
40a2fade,Catherine,Gardner,1,120.0,122.5,1,0,1,0,0,29,13
8b0db5d0,Anthony,Herrera,1,133.0,119.0,0,0,1,0,0,19,7
af01f263,Cody,Ruiz,1,120.0,115.1,0,0,1,0,0,19,6
2fdbb8e9,Lori,Erickson,1,130.0,151.6,0,0,1,0,0,24,5
984ab0df,Thomas,Boone,1,133.1,121.4,0,1,1,0,0,28,7
9297ad2e,Bryan,Juarez,4,130.0,103.7,0,0,1,0,0,38,8
01ba131f,Monica,Sanchez,1,160.0,146.0,1,0,1,0,0,19,6
1411946b,Michelle,Andrews,1,124.0,128.6,1,0,1,0,0,20,5
7dc3cd70,Donald,Pollard,1,140.0,124.6,0,0,1,0,0,29,5
0b963335,Christopher,Sanders,1,135.0,124.0,1,0,1,0,1,19,8
b61e35a5,Dominic,Robinson,1,160.0,124.0,0,1,1,1,0,28,8
107b4d76,Julie,Cox,1,160.0,140.0,0,0,1,1,0,27,6
da160275,Renee,Johnson,1,130.0,119.5,1,0,1,1,1,18,5
6404a0dc,Karen,Riddle,1,140.0,140.0,0,0,1,1,0,20,6
53b20483,Brittany,Floyd,1,121.0,121.0,1,0,1,1,0,23,6
8cd6915f,Sean,Thompson,1,117.0,113.2,0,0,1,1,0,21,5
1f7045c3,Leslie,Crawford,2,150.0,146.0,0,0,1,1,0,34,5
1271dad3,Megan,Solis,1,118.0,115.7,0,0,1,1,0,20,7
d1d352b8,David,White,1,120.0,128.2,1,0,1,1,0,24,9
56b30ca9,Jonathan,Middleton,1,100.0,140.0,0,0,1,1,0,39,5
718e3318,Debra,Diaz,1,120.0,122.5,0,0,0,1,0,19,6
3950f984,Sandra,Williams,1,133.1,121.5,0,0,1,1,0,38,5
9bb0e9a1,Joanne,Davis,1,135.0,135.4,1,0,1,1,0,21,7
849cdf41,Samantha,Johnson,1,123.0,122.0,0,1,1,1,0,19,6
d8e9d076,Carla,Howell,1,133.1,119.3,1,0,1,1,0,25,6
f7ff3264,Benjamin,Berger,1,140.0,125.0,1,0,1,1,0,19,6
3c1ff529,Erika,Erickson,2,133.1,100.0,0,0,1,1,0,33,7
33f016ac,Cameron,Warner,1,140.0,125.7,1,0,1,1,0,18,5
ff26bd4d,Joyce,Kennedy,1,120.0,115.5,1,1,0,1,0,19,5
31a0605b,Kendra,Michael,1,124.0,116.7,1,0,1,1,0,19,5
371cbc86,Jason,Dennis,1,132.0,125.5,1,0,1,1,0,18,8
0acf9ed3,Steven,Watson,1,130.0,117.6,0,0,1,1,0,19,5
4131ab64,Elaine,Contreras,1,150.0,150.0,0,0,1,1,0,22,6
d0bf64d8,Carl,Williams,1,135.0,121.7,1,0,1,1,0,18,5
65ae8314,Leslie,Rodriguez,1,144.0,121.6,0,0,1,1,0,22,0
17e453fb,James,Fisher,1,133.1,117.0,0,1,1,1,0,19,0
d7e3e9da,Laura,Shepard,1,130.0,130.0,1,0,1,1,0,19,5
85ef528a,Justin,Jackson,1,133.1,100.0,0,1,1,1,0,24,8
95c78f03,Barbara,Watson,1,148.0,129.8,0,0,0,1,1,18,5
322deaf9,Keith,Osborn,1,135.0,121.0,0,0,1,0,0,20,6
45e78251,Brittany,Turner,1,145.0,131.0,1,0,1,0,1,18,6
064c6253,Debra,Ortiz,1,140.0,136.1,1,1,1,0,0,21,6
61d1f178,Debra,Scott,4,133.1,108.0,0,1,0,0,0,33,7
e110efd0,Tracy,Montoya,1,133.1,144.9,1,0,1,0,0,26,6
4d2ecc60,Jason,Cohen,1,110.0,110.0,0,0,1,0,0,21,6
cf0f55a5,Daniel,Porter,1,140.0,140.0,1,0,1,0,0,20,6
7fccf27e,Phillip,Diaz,1,150.0,150.0,0,0,1,0,0,20,5
36a618b6,Jeremy,Russell,1,133.1,140.0,0,0,1,1,0,43,6
ed697909,Jason,Thompson,5,133.1,119.8,0,0,1,1,0,26,5
6bde4c72,Jacob,Cummings,1,130.0,130.0,1,0,1,1,0,33,5
7eeaaa8f,Maureen,Garcia,1,119.0,125.0,0,0,1,1,0,19,6
07c05a73,Catherine,Harrison,1,131.0,120.2,1,0,1,1,0,18,6
48a69db5,Thomas,Estrada,1,120.0,111.6,0,1,1,1,1,21,5
20fb1abb,Madison,Hale,1,116.0,124.8,1,0,1,1,0,20,5
97782fb2,Kerri,Ferguson,1,120.0,120.0,0,0,1,1,0,19,6
87bd519d,James,Hill,1,130.0,134.0,0,0,1,1,1,24,5
9aa79bf3,Katelyn,Davis,1,133.1,125.0,0,0,1,1,0,21,6
8b935a3a,Joshua,Liu,1,133.1,123.0,0,0,1,1,1,28,5
30d11564,Andrea,Gray,1,120.0,125.0,0,0,1,0,0,28,6
94770f84,Adam,Cervantes,1,130.0,130.0,1,0,1,0,0,20,6
09048569,Crystal,Thompson,1,122.0,112.6,1,0,1,0,0,23,6
b80745eb,Donna,Deleon,1,160.0,160.0,1,0,1,0,0,23,6
951d793f,Michael,Griffin,1,126.0,100.0,0,0,1,0,0,25,7
8402e50f,Joseph,Fowler,1,106.0,106.4,1,0,1,0,1,19,7
f414117f,Amber,Ward,1,150.0,150.0,0,0,1,1,1,20,6
c56b50e8,Antonio,Young,1,130.0,130.0,0,0,1,1,0,19,6
9ad91cd3,Alexander,Torres,1,125.0,123.6,1,0,1,0,1,18,7
4d8c2776,William,Gibson,1,131.0,126.1,1,0,1,0,0,18,7
808b9d58,Tiffany,Williams,1,140.0,120.0,1,0,1,1,0,22,6
afb49cb5,Donna,Edwards,1,142.0,129.8,1,0,1,1,0,18,5
cb7bd6aa,Julie,Martin,1,128.0,135.7,1,0,1,1,0,19,6
611c6cb2,Maria,Williams,1,100.0,108.0,1,0,1,1,0,34,12
4bce89e1,Shelby,Orr,1,125.0,122.9,0,0,1,1,1,19,6
fbcc0146,Ryan,Esparza,1,125.0,118.7,0,0,1,1,0,20,6
ba20ac41,Cristina,Alexander,1,128.0,120.0,1,0,1,0,1,20,6
df572e0b,Julie,Gallegos,1,108.0,107.3,0,0,1,0,1,19,6
2af759dd,Sheri,Hendricks,1,133.1,106.0,1,1,1,0,0,21,7
864697b0,Joseph,Tyler,1,130.0,124.1,1,0,1,0,0,18,6
c599dba5,Christina,Beltran,1,120.0,114.8,1,0,1,0,0,21,7
