age_at_enrollment,curricular_units_1st_sem_approved,curricular_units_1st_sem_enrolled,curricular_units_1st_sem_grade,curricular_units_2nd_sem_grade,debtor,displaced,gender,scholarship_holder,tuition_fees_up_to_date,first_name,last_name,student_number
19,2,6,10.5,11.0,0,1,0,0,1,Bob,Jones,74ee9534
21,4,6,12.0,11.5,0,0,0,0,1,Charlie,Taylor,6a9cf645
19,5,6,12.333333333333334,11.0,0,1,0,0,1,Dana,Brown,c8cd0533
20,5,6,12.2,14.6,1,0,0,0,1,Eli,Patel,d8361c23
20,5,6,14.2,13.5,0,1,0,0,1,Alice,Smith,7ae50881
18,5,6,12.8,10.0,0,0,0,0,1,Bob,Jones,5aab7b00
18,5,6,11.8,13.0,0,0,0,1,0,Charlie,Taylor,8a502225
17,5,8,12.46,12.46,0,1,0,0,1,Dana,Brown,929a7be8
18,5,6,11.833333333333334,11.5,0,1,0,0,1,Eli,Patel,1d0fe2d2
24,8,9,13.125,13.0,1,1,0,0,0,Alice,Smith,f2fbbb5b
20,0,8,0.0,0.0,0,0,0,1,1,Bob,Jones,7bae6ff8
18,3,5,12.333333333333334,11.6,0,1,0,0,1,Charlie,Taylor,fc0217c8
18,4,6,13.25,10.666666666666666,1,0,0,0,1,Dana,Brown,e4778067
20,8,11,12.625,11.0,1,0,0,0,1,Eli,Patel,09242308
19,4,7,12.85,12.62142857142857,0,1,0,0,1,Alice,Smith,aff2ac3d
20,6,6,14.285714285714286,13.0,0,0,0,0,1,Bob,Jones,fc34da09
34,0,5,0.0,0.0,0,0,0,0,1,Charlie,Taylor,fe657803
18,4,6,11.25,12.2,0,1,0,0,1,Dana,Brown,ac70a5e2
25,6,6,11.333333333333334,11.75,1,0,0,0,1,Eli,Patel,24bbecd9
21,5,6,11.6,13.0,0,1,0,0,1,Alice,Smith,a280d818
34,2,5,11.5,11.75,0,0,0,0,1,Bob,Jones,d648b6f0
17,0,0,0.0,0.0,0,1,1,0,1,Charlie,Taylor,3ff86f00
22,3,6,14.5,14.375,0,0,1,0,1,Dana,Brown,d5613e05
19,5,7,13.44,13.066666666666668,0,1,0,0,1,Eli,Patel,70670c2b
20,6,6,13.0,12.0,0,0,0,0,1,Alice,Smith,a6574505
19,5,6,12.666666666666666,11.0,0,1,0,0,1,Bob,Jones,e6221c0b
21,5,5,12.2,11.333333333333334,0,1,0,0,1,Charlie,Taylor,f66c10a0
21,5,6,11.8,11.833333333333334,0,0,0,0,1,Dana,Brown,649addab
18,5,7,12.16,13.4,0,0,0,1,1,Eli,Patel,0dec8830
18,1,6,15.0,12.5,0,1,0,0,1,Alice,Smith,5dbbe08b
18,2,5,11.5,11.8,0,1,0,0,1,Bob,Jones,0840d0c6
19,1,5,13.0,15.333333333333334,0,1,0,0,1,Charlie,Taylor,b56a093c
18,0,0,0.0,0.0,0,1,0,0,1,Dana,Brown,c97ae84c
18,6,6,12.0,12.75,0,0,0,0,1,Eli,Patel,34ad69ed
18,7,7,12.385714285714286,12.728571428571428,0,1,0,0,1,Alice,Smith,2a38ab9e
18,5,6,12.4,14.166666666666666,1,1,0,0,0,Bob,Jones,d084a6cb
21,3,6,11.75,12.333333333333334,0,1,0,0,1,Charlie,Taylor,19252265
18,0,0,0.0,0.0,0,1,0,0,1,Dana,Brown,f727b679
19,1,6,11.5,10.5,0,1,0,0,1,Eli,Patel,ec413f6c
18,6,6,12.0,11.142857142857142,0,0,0,1,1,Alice,Smith,0e267d67
18,0,0,0.0,0.0,0,1,1,1,1,Bob,Jones,427fc829
18,3,5,11.0,11.0,0,0,1,0,1,Charlie,Taylor,1d22e613
19,4,6,12.0,12.285714285714286,0,1,1,1,1,Dana,Brown,28ed99d5
20,2,5,10.5,12.25,0,1,1,0,1,Eli,Patel,1a037146
19,3,6,11.666666666666666,10.333333333333334,0,1,1,0,1,Alice,Smith,e504b3f3
20,6,7,14.142857142857142,14.125,0,0,1,1,1,Bob,Jones,c8dd43ff
22,0,5,0.0,13.333333333333334,0,0,1,0,1,Charlie,Taylor,9c336198
22,3,5,12.333333333333334,10.571428571428571,0,1,1,1,1,Dana,Brown,63e84b28
19,5,5,10.2,12.0,0,0,1,0,1,Eli,Patel,6e9b5db0
19,5,6,12.6,11.0,0,0,1,0,1,Alice,Smith,c877b52d
18,4,5,12.25,11.666666666666666,0,0,1,0,1,Bob,Jones,e7c79bc8
18,3,6,10.666666666666666,12.0,0,0,1,1,1,Charlie,Taylor,c8fd4d1e
19,4,6,12.75,13.0,0,0,1,0,1,Dana,Brown,3b4dab4a
24,6,6,11.333333333333334,11.333333333333334,0,0,1,0,1,Eli,Patel,3bd4defd
25,0,6,0.0,0.0,1,1,1,0,0,Alice,Smith,510e014e
37,4,5,10.75,11.333333333333334,0,0,1,0,1,Bob,Jones,36d33def
19,5,5,12.0,10.5,0,0,1,0,1,Charlie,Taylor,7b4a02fb
19,6,7,12.528571428571428,12.416666666666666,0,0,1,1,1,Dana,Brown,cd97dfcf
21,0,8,0.0,0.0,0,0,1,1,1,Eli,Patel,6937d201
20,3,7,10.666666666666666,11.5,0,0,1,0,1,Alice,Smith,44d824b6
19,6,6,13.125,12.714285714285714,0,0,1,1,1,Bob,Jones,f458691f
42,5,6,12.4,11.8,0,1,1,0,1,Charlie,Taylor,3d5aa512
21,5,6,14.0,14.8,0,0,1,0,0,Dana,Brown,84d80437
19,5,6,11.4,11.0,0,1,1,0,1,Eli,Patel,0968cc42
21,4,6,11.75,10.5,0,0,1,0,1,Alice,Smith,30b844de
20,6,6,13.428571428571429,11.5,0,0,1,0,1,Bob,Jones,f21ab31f
19,4,5,11.8,11.5,0,0,1,0,1,Charlie,Taylor,cf5ac86f
23,3,7,14.0,14.0,0,0,1,0,1,Dana,Brown,8353886e
18,6,6,12.333333333333334,10.8,0,0,1,0,1,Eli,Patel,17704c00
22,5,5,10.666666666666666,11.0,1,0,1,1,1,Alice,Smith,ef9248a8
19,5,5,11.833333333333334,14.714285714285714,0,1,1,0,1,Bob,Jones,3a0c7a14
22,6,6,11.666666666666666,12.166666666666666,0,1,1,1,1,Charlie,Taylor,6f6947ae
38,5,6,16.0,16.5,0,0,1,0,1,Dana,Brown,9babe5c2
27,7,7,14.085714285714284,14.085714285714284,0,1,1,0,1,Eli,Patel,64e0e40a
19,0,5,0.0,10.0,0,1,1,0,1,Alice,Smith,74ba1693
20,5,5,15.8,13.714285714285714,0,0,1,0,1,Bob,Jones,8b115758
18,4,5,12.5,14.666666666666666,0,1,1,0,1,Charlie,Taylor,88ff3003
19,4,6,12.5,13.25,0,0,1,0,1,Dana,Brown,7a5d516e
24,1,5,10.0,11.0,1,0,1,0,1,Eli,Patel,93f70e8e
22,0,5,0.0,11.666666666666666,0,1,1,0,1,Alice,Smith,1812904f
19,4,6,12.0,12.5,0,0,1,1,1,Bob,Jones,89364384
23,13,17,12.153846153846152,11.909090909090908,1,1,1,0,1,Charlie,Taylor,6af68e9f
29,6,6,16.5,13.8,0,1,1,0,0,Dana,Brown,4306a309
20,6,6,11.285714285714286,11.77777777777778,0,0,1,0,1,Eli,Patel,cf21c713
22,0,0,0.0,0.0,0,1,1,0,1,Alice,Smith,118efe98
20,5,6,14.0,12.0,0,1,1,0,1,Bob,Jones,9d837e4c
24,4,5,13.75,12.0,0,1,1,0,1,Charlie,Taylor,4488d21f
21,10,12,11.8,11.444444444444445,1,0,1,0,1,Dana,Brown,8af470d9
20,4,5,11.5,0.0,0,0,1,0,1,Eli,Patel,35cde309
22,5,6,13.4,10.666666666666666,0,1,1,0,1,Alice,Smith,39d3d60d
18,2,5,13.5,12.333333333333334,0,0,1,0,1,Bob,Jones,4e049da1
22,3,6,11.333333333333334,12.333333333333334,0,1,1,0,1,Charlie,Taylor,8db1b98b
19,5,6,11.4,12.4,0,1,1,0,1,Dana,Brown,acd749db
43,3,5,10.666666666666666,12.5,0,0,0,0,1,Eli,Patel,9f0f1460
24,7,7,13.571428571428571,13.4,0,0,1,0,1,Alice,Smith,e9b81cb4
18,4,5,12.0,13.0,0,1,1,0,1,Bob,Jones,26284eec
21,0,5,0.0,11.666666666666666,0,0,1,0,1,Charlie,Taylor,20680eb3
39,5,6,11.4,11.0,0,0,1,0,1,Dana,Brown,72aac6b9
34,6,7,11.333333333333334,12.6,0,0,1,0,1,Eli,Patel,c26639ca
18,0,0,0.0,0.0,1,0,1,0,0,Alice,Smith,4911d7fe
21,12,12,15.083333333333334,13.083333333333334,0,0,1,0,1,Bob,Jones,c6ec8944
27,3,5,10.0,13.0,0,0,1,0,1,Charlie,Taylor,11022209
18,4,5,10.0,16.0,0,1,1,0,1,Dana,Brown,8c3c92da
20,5,6,13.833333333333334,12.3,0,0,1,1,1,Eli,Patel,680ade0a
19,5,6,11.6,11.0,0,1,1,0,1,Alice,Smith,ca36f565
23,6,6,12.666666666666666,12.2,0,1,1,0,1,Bob,Jones,d8a8c521
22,0,0,0.0,0.0,0,1,1,0,1,Charlie,Taylor,3d7d522b
20,3,5,12.666666666666666,12.5,0,1,1,0,1,Dana,Brown,e2407443
20,3,6,13.666666666666666,10.25,0,1,1,0,1,Eli,Patel,11c42932
19,5,5,10.8,13.5,0,0,1,0,1,Alice,Smith,22b52f00
18,4,7,11.575,12.419999999999998,0,1,0,0,1,Bob,Jones,610d8644
20,4,5,14.25,10.0,0,1,1,0,1,Charlie,Taylor,49697d15
18,6,6,12.833333333333334,13.0,0,1,0,1,1,Dana,Brown,a1f63e7d
19,5,6,11.4,10.75,0,1,0,0,1,Eli,Patel,3d5ab276
19,5,5,14.857142857142858,15.142857142857142,0,0,0,0,1,Alice,Smith,25f74018
19,3,6,11.666666666666666,11.5,0,0,0,0,1,Bob,Jones,33ee96e6
20,6,6,12.5,14.333333333333334,0,1,0,1,1,Charlie,Taylor,fa9b807f
18,3,5,10.666666666666666,11.333333333333334,1,1,1,0,1,Dana,Brown,13ddda7c
18,4,5,10.5,10.5,0,1,1,0,1,Eli,Patel,ce07e9ab
18,0,0,0.0,0.0,0,1,0,0,1,Alice,Smith,2d50c607
19,5,5,11.5,10.666666666666666,0,0,0,0,1,Bob,Jones,a9b81a3b
20,1,6,12.0,0.0,0,0,0,0,1,Charlie,Taylor,ab041715
26,3,6,10.666666666666666,11.2,0,0,0,0,1,Dana,Brown,9ded855c
41,5,5,11.6,12.2,1,0,0,0,1,Eli,Patel,68074232
26,4,5,12.0,11.25,0,0,0,0,1,Alice,Smith,d9c4e8ee
21,3,5,12.0,12.666666666666666,0,1,0,0,1,Bob,Jones,1e9d0920
24,2,5,10.5,11.0,0,1,0,0,1,Charlie,Taylor,4b0e1e88
18,5,6,12.2,12.2,0,1,0,0,1,Dana,Brown,d1553fc0
22,6,7,11.5,13.166666666666666,1,1,0,0,0,Eli,Patel,5e3bfb06
23,2,5,10.0,12.0,0,1,0,0,1,Alice,Smith,e2f5d133
21,2,5,13.0,12.0,0,1,0,0,1,Bob,Jones,f928f29a
18,5,6,13.4,12.0,0,1,0,0,1,Charlie,Taylor,0f6a881f
22,4,6,12.25,11.333333333333334,0,1,0,0,1,Dana,Brown,d1b219a4
29,9,10,11.555555555555555,11.9,0,0,0,0,1,Eli,Patel,934348e8
19,7,7,12.2,12.2,0,0,1,0,1,Alice,Smith,f6aa4bd9
18,4,5,10.8,11.75,0,0,1,1,1,Bob,Jones,6b18f6ca
28,4,5,12.75,14.333333333333334,0,0,1,0,1,Charlie,Taylor,27601a54
20,6,6,12.714285714285714,13.0,0,1,1,0,1,Dana,Brown,3e55b97f
26,7,7,13.285714285714286,12.142857142857142,0,0,1,0,1,Eli,Patel,d15a1620
20,5,7,13.976666666666668,13.22222222222222,0,0,1,0,1,Alice,Smith,9e9697c8
20,6,6,12.0,12.5,0,1,1,1,1,Bob,Jones,aa711d0e
43,7,8,11.635714285714286,11.635714285714286,0,1,1,0,1,Charlie,Taylor,0c3bad43
18,4,5,12.5,11.285714285714286,1,1,1,0,1,Dana,Brown,07b9dde0
40,3,5,11.0,12.5,0,0,1,0,1,Eli,Patel,dc0e367e
27,6,6,10.666666666666666,11.25,0,0,1,0,1,Alice,Smith,2163393a
26,0,6,0.0,0.0,1,1,1,0,1,Bob,Jones,a8b78b41
20,5,5,10.8,12.0,0,1,1,0,1,Charlie,Taylor,a51d3c02
20,5,5,11.0,10.0,0,0,1,0,1,Dana,Brown,49d06d7b
20,0,5,0.0,0.0,1,1,1,0,1,Eli,Patel,c790bf41
30,4,7,14.4,13.5,1,0,1,0,1,Alice,Smith,d214063b
21,4,6,12.25,13.4,1,0,1,0,0,Bob,Jones,d8b9da85
19,0,5,0.0,0.0,0,0,1,0,1,Charlie,Taylor,bc6b0d5c
25,7,7,11.95,12.042857142857144,0,0,0,0,1,Dana,Brown,5a970e5a
26,0,7,0.0,0.0,0,0,0,1,1,Eli,Patel,87c961aa
19,3,5,11.0,11.75,0,1,0,0,1,Alice,Smith,495dafed
21,4,6,11.75,13.666666666666666,0,0,0,0,1,Bob,Jones,f76c0a75
21,1,5,11.0,10.5,0,1,0,0,1,Charlie,Taylor,6a1e1a53
26,6,6,15.428571428571429,14.5,0,0,0,0,0,Dana,Brown,cfba30af
20,7,8,14.014285714285714,14.014285714285714,0,1,0,0,1,Eli,Patel,6e93cc67
18,2,6,10.333333333333334,13.333333333333334,0,1,0,0,1,Alice,Smith,eb55ede1
20,7,7,12.401428571428571,11.808333333333332,1,1,1,0,1,Bob,Jones,24e84a30
23,0,6,0.0,0.0,0,0,1,0,1,Charlie,Taylor,62b421a7
20,4,6,10.8,12.0,0,0,1,0,1,Dana,Brown,45478074
45,8,9,11.0,10.833333333333334,0,0,0,0,1,Eli,Patel,be6c2081
26,3,6,12.333333333333334,11.666666666666666,0,1,0,1,1,Alice,Smith,01810f4b
25,3,5,11.0,11.25,0,0,0,0,1,Bob,Jones,a167e3f6
19,5,8,12.858,12.858,0,1,1,0,1,Charlie,Taylor,b413c6e0
19,5,7,14.06,11.242857142857142,0,0,0,1,1,Dana,Brown,5ba63a38
18,0,0,0.0,0.0,0,1,0,1,1,Eli,Patel,6f5edc27
19,4,5,13.75,12.6,0,1,0,0,1,Alice,Smith,8df5b767
23,3,6,11.333333333333334,11.0,0,1,0,0,1,Bob,Jones,b21f8561
20,5,6,13.2,12.666666666666666,0,1,0,0,1,Charlie,Taylor,2c9cd49d
19,3,5,11.333333333333334,11.0,0,1,1,0,1,Dana,Brown,2d2a5f90
29,0,5,0.0,0.0,0,0,1,0,1,Eli,Patel,33859ebd
18,6,6,14.625,14.142857142857142,0,1,0,0,1,Alice,Smith,551ad44b
19,4,7,13.375,12.116666666666667,0,1,0,0,1,Bob,Jones,44e6d6db
19,4,5,11.0,13.857142857142858,0,0,0,1,1,Charlie,Taylor,0fae650c
18,0,6,0.0,11.0,0,1,0,0,1,Dana,Brown,65f82338
19,6,6,13.285714285714286,14.6,0,1,0,1,1,Eli,Patel,e5365ab7
19,5,7,11.716666666666669,13.7,0,1,0,0,1,Alice,Smith,210f88c4
18,6,6,12.333333333333334,12.833333333333334,0,1,0,0,1,Bob,Jones,ae83cc4b
18,5,5,12.6,11.0,0,1,0,0,1,Charlie,Taylor,2f3900c3
34,6,6,14.333333333333334,12.833333333333334,1,0,0,0,0,Dana,Brown,dfa89c82
22,3,5,12.0,11.0,0,0,0,0,1,Eli,Patel,6f249582
50,3,5,13.333333333333334,12.2,0,0,0,0,1,Alice,Smith,509633f8
25,3,6,11.666666666666666,11.333333333333334,0,0,0,1,1,Bob,Jones,06422f20
50,2,5,10.5,11.0,0,0,0,0,1,Charlie,Taylor,7304835a
48,5,6,13.0,12.5,0,1,0,0,1,Dana,Brown,ecd3dae1
41,4,5,14.5,13.0,0,0,0,0,1,Eli,Patel,33f9a588
28,6,10,10.666666666666666,11.333333333333334,0,0,0,0,1,Alice,Smith,db5a6822
53,15,15,11.8,11.666666666666666,0,0,0,0,1,Bob,Jones,b8798cd6
49,5,6,12.333333333333334,11.5,0,0,0,0,1,Charlie,Taylor,3a93ffb7
22,8,10,11.0,11.2,0,1,0,0,1,Dana,Brown,a30527fd
40,4,5,11.25,12.0,0,0,0,0,1,Eli,Patel,92244ee7
36,11,12,11.5,11.4375,0,0,0,0,1,Alice,Smith,edfaa96e
48,6,6,10.666666666666666,11.8,0,0,0,1,1,Bob,Jones,7060d59e
34,4,6,13.25,0.0,0,0,0,0,1,Charlie,Taylor,f291aa5c
19,1,8,13.67,13.67,0,1,0,0,1,Dana,Brown,5c60a269
34,4,5,11.0,10.75,0,0,0,0,1,Eli,Patel,511e1a90
28,7,7,12.428571428571429,12.3,0,1,0,0,1,Alice,Smith,45bf348a
35,5,5,11.4,12.333333333333334,0,0,0,0,1,Bob,Jones,b4207f48
18,0,8,0.0,0.0,0,1,0,0,1,Charlie,Taylor,4a7e569f
18,3,5,12.0,13.0,0,0,0,0,1,Dana,Brown,cd9d26e4
20,4,6,12.25,11.5,0,1,0,0,1,Eli,Patel,3a924862
18,4,6,11.75,11.2,0,1,0,0,1,Alice,Smith,d6b73d01
20,4,5,11.0,11.5,0,0,0,0,1,Bob,Jones,c73a8460
24,7,8,12.714285714285714,12.714285714285714,0,0,0,0,1,Charlie,Taylor,e4cff712
19,2,5,10.0,11.75,0,1,0,1,1,Dana,Brown,7ac3d939
18,6,6,12.571428571428571,12.571428571428571,0,1,0,0,1,Eli,Patel,bb336f30
18,6,7,13.39,12.757142857142856,0,1,0,0,1,Alice,Smith,feee99ad
19,3,5,12.333333333333334,10.25,0,0,0,0,1,Bob,Jones,7c2e581c
19,2,5,11.5,10.857142857142858,0,1,0,0,1,Charlie,Taylor,988dee52
19,6,6,15.0,14.0,0,0,0,0,1,Dana,Brown,684ad461
19,5,7,12.32,11.9,0,1,0,0,1,Eli,Patel,5b54395a
20,6,6,11.333333333333334,10.571428571428571,0,1,1,1,1,Alice,Smith,a5a339dd
33,4,5,12.0,13.666666666666666,0,1,1,0,1,Bob,Jones,58478cc6
20,5,6,12.8,11.6,0,1,1,0,1,Charlie,Taylor,dfdd11eb
27,0,5,0.0,0.0,1,0,1,0,0,Dana,Brown,cb678e94
33,6,8,12.833333333333334,12.0,0,0,0,0,1,Eli,Patel,625fcdaa
20,5,6,13.2,12.833333333333334,0,1,0,1,1,Alice,Smith,ffeffee0
19,5,6,11.6,11.666666666666666,0,1,0,0,1,Bob,Jones,720375e9
18,6,6,13.166666666666666,12.5,0,1,0,0,1,Charlie,Taylor,b3fbd498
19,5,6,12.6,12.375,0,1,0,0,1,Dana,Brown,39e5cd46
21,3,5,11.333333333333334,13.333333333333334,0,1,0,0,1,Eli,Patel,e4b08990
19,3,5,10.5,11.75,0,1,0,1,1,Alice,Smith,f54e07d3
21,6,6,10.375,11.666666666666666,0,1,0,0,1,Bob,Jones,7e297193
21,6,7,13.25,13.8375,0,1,0,0,1,Charlie,Taylor,ba8a54b1
18,7,7,12.50625,13.2,0,1,0,0,1,Dana,Brown,8e6e84c9
19,5,6,12.2,11.5,0,1,0,1,1,Eli,Patel,e183a0f6
20,5,7,12.04,11.77142857142857,0,0,0,0,1,Alice,Smith,a6c2da93
20,5,5,11.166666666666666,10.75,0,0,0,0,1,Bob,Jones,16a27272
20,4,5,12.5,13.0,0,1,0,0,1,Charlie,Taylor,884fe4f9
18,6,7,12.183333333333332,11.783333333333331,0,1,0,0,1,Dana,Brown,cc241e67
18,2,5,10.0,11.333333333333334,0,0,0,0,1,Eli,Patel,7dd5a601
21,6,6,11.166666666666666,14.666666666666666,0,1,1,0,1,Alice,Smith,8466d2cb
20,3,6,11.0,11.333333333333334,0,1,1,1,1,Bob,Jones,67be6093
19,5,6,11.333333333333334,10.833333333333334,0,1,0,1,1,Charlie,Taylor,7a809054
19,5,7,11.2,11.2,0,1,1,1,1,Dana,Brown,a4960b22
28,4,5,10.5,11.0,0,1,1,0,1,Eli,Patel,386c5832
21,3,5,11.25,11.0,0,0,1,0,1,Alice,Smith,a6f232a2
24,7,10,10.714285714285714,12.555555555555555,1,0,1,0,1,Bob,Jones,56e0ff1e
23,5,6,12.0,12.142857142857142,0,1,1,0,1,Charlie,Taylor,f1a0d6b6
20,6,6,12.166666666666666,12.0,0,1,1,0,1,Dana,Brown,64c2f066
18,0,0,0.0,0.0,0,1,1,0,1,Eli,Patel,12ba0906
23,9,13,11.0,11.571428571428571,0,0,0,0,1,Alice,Smith,96e310f6
23,4,6,11.5,12.2,0,1,0,0,1,Bob,Jones,b229c2a4
39,4,5,11.25,11.5,0,0,0,0,1,Charlie,Taylor,acbb187a
22,3,5,12.666666666666666,12.0,0,1,0,0,1,Dana,Brown,59689e17
30,3,5,10.666666666666666,10.4,0,0,0,0,1,Eli,Patel,2aac0d7d
35,3,5,11.666666666666666,11.8,0,0,0,1,1,Alice,Smith,62b86170
26,6,7,12.0,12.0,0,1,0,0,1,Bob,Jones,ed4e1bc8
30,9,11,12.22222222222222,11.6,0,0,0,0,1,Charlie,Taylor,8058b337
25,4,5,11.0,12.0,1,0,1,0,1,Dana,Brown,69bd3fbb
18,7,8,13.68142857142857,13.68142857142857,0,1,0,0,1,Eli,Patel,ad1b6e4f
23,6,7,12.1,12.616666666666667,0,0,0,0,1,Alice,Smith,e577f6ff
18,5,7,11.94,12.8,0,1,0,1,1,Bob,Jones,4c855c75
31,5,6,11.0,10.166666666666666,1,0,0,0,1,Charlie,Taylor,efd725c1
20,6,6,12.857142857142858,12.4,0,0,1,0,1,Dana,Brown,115ac260
19,5,10,11.0,10.0,0,0,1,0,1,Eli,Patel,0ab9f164
34,1,5,17.0,11.0,1,0,1,1,1,Alice,Smith,6d7cf5c7
21,5,5,11.0,11.428571428571429,0,0,1,0,1,Bob,Jones,71ff121f
21,0,6,0.0,10.0,0,1,1,0,1,Charlie,Taylor,b553d25a
24,4,6,11.25,10.428571428571429,0,0,1,0,1,Dana,Brown,17ee980c
20,5,6,12.4,13.0,1,0,1,0,0,Eli,Patel,08045667
19,1,5,13.0,10.0,0,0,1,0,1,Alice,Smith,1682c5f0
26,6,6,11.833333333333334,11.666666666666666,0,1,1,0,1,Bob,Jones,2e53a925
20,1,5,13.0,12.6,0,0,1,0,1,Charlie,Taylor,c3cf6cb5
21,4,5,11.0,12.0,0,1,0,0,1,Dana,Brown,972076b0
26,2,5,11.5,12.0,0,0,1,0,1,Eli,Patel,364158bc
19,7,8,14.06,14.06,0,1,0,1,1,Alice,Smith,6b1d6bc3
19,4,5,11.25,11.714285714285714,0,0,0,0,1,Bob,Jones,fbf7c14f
19,2,5,14.5,11.333333333333334,0,1,0,0,1,Charlie,Taylor,ace82fd4
21,2,6,10.5,12.4,0,0,0,1,1,Dana,Brown,694fa068
19,4,5,12.8,14.5,0,1,0,0,1,Eli,Patel,a56b367c
18,0,5,0.0,13.25,0,0,0,0,1,Alice,Smith,c13ebe48
20,6,6,13.571428571428571,13.6,0,0,0,0,1,Bob,Jones,28cc5463
32,5,5,10.2,11.25,0,0,0,0,1,Charlie,Taylor,9344da70
19,5,6,12.2,11.8,0,1,0,0,1,Dana,Brown,2afa0d31
19,6,6,13.428571428571429,14.0,0,1,0,0,1,Eli,Patel,e5f5fd6a
18,1,5,11.0,0.0,0,0,0,0,1,Alice,Smith,255c1b78
20,6,7,13.548333333333334,14.775,0,1,0,0,1,Bob,Jones,d953407c
19,6,6,12.166666666666666,12.5,0,0,0,0,1,Charlie,Taylor,d4bd8119
24,5,5,10.8,11.0,0,1,0,0,1,Dana,Brown,4c79d578
29,8,13,10.5,10.333333333333334,0,1,0,0,1,Eli,Patel,0f2a4c96
19,6,7,11.15,12.814285714285717,0,0,0,0,1,Alice,Smith,0f4c8864
19,3,6,11.666666666666666,13.625,0,0,0,0,1,Bob,Jones,1d4d021a
24,5,5,12.285714285714286,12.125,0,0,0,0,1,Charlie,Taylor,909f6b47
28,4,7,13.375,13.5,1,0,0,0,1,Dana,Brown,a9a662c1
38,5,8,13.126,13.126,0,0,0,0,1,Eli,Patel,3117fa15
19,3,6,10.333333333333334,11.8,0,1,0,0,1,Alice,Smith,d7f11412
20,4,5,12.0,11.5,0,1,0,0,1,Bob,Jones,2bb1c847
29,5,5,11.4,10.25,0,0,0,0,1,Charlie,Taylor,6a2f1f54
19,7,8,12.771428571428572,12.771428571428572,0,1,0,1,1,Dana,Brown,08353649
28,7,8,11.0,10.0,1,0,1,0,1,Eli,Patel,c806d9c5
27,0,6,0.0,0.0,0,0,1,0,1,Alice,Smith,f7cc7857
18,4,5,11.25,12.25,0,1,1,1,1,Bob,Jones,0d9123ca
20,5,6,12.4,15.0,0,0,1,0,1,Charlie,Taylor,fa04d13b
23,1,6,13.0,11.25,0,1,1,0,1,Dana,Brown,d76638fb
21,2,5,10.0,10.333333333333334,0,0,1,0,1,Eli,Patel,2bca869c
34,5,5,14.2,14.6,0,0,1,0,1,Alice,Smith,750d89e1
20,5,7,12.7,13.475,0,0,1,0,1,Bob,Jones,f6ec8c39
24,8,9,13.333333333333334,13.11111111111111,0,1,1,0,1,Charlie,Taylor,3389314e
39,4,5,12.25,12.75,0,0,1,0,1,Dana,Brown,95f8ca3e
19,5,6,13.6,13.666666666666666,0,0,1,0,0,Eli,Patel,5fa822b3
38,2,5,10.5,11.333333333333334,0,0,1,0,1,Alice,Smith,2137cbd2
21,6,7,12.565,12.16,0,1,1,0,1,Bob,Jones,73eb9b9a
19,6,6,13.166666666666666,13.2,1,0,1,0,1,Charlie,Taylor,ab77ddcc
25,6,6,11.166666666666666,11.8,0,1,1,0,1,Dana,Brown,f456cc0f
19,6,6,12.666666666666666,12.142857142857142,0,1,1,0,1,Eli,Patel,6c66d4d5
33,5,7,13.06,0.0,0,0,1,0,1,Alice,Smith,c876c659
18,0,5,0.0,0.0,0,1,1,0,1,Bob,Jones,f585ebe5
19,4,5,12.5,10.5,1,1,1,0,0,Charlie,Taylor,b759212f
19,0,5,0.0,0.0,0,1,1,0,1,Dana,Brown,3915ff04
18,7,8,13.154285714285717,13.154285714285717,0,1,1,0,1,Eli,Patel,e26e93bc
19,2,5,11.5,11.4,0,0,1,0,1,Alice,Smith,4eba530f
22,3,6,13.333333333333334,12.75,0,0,1,0,1,Bob,Jones,15f66c47
18,5,5,11.8,12.0,0,1,1,0,1,Charlie,Taylor,ff31b80b
22,0,0,0.0,0.0,0,0,1,0,1,Dana,Brown,ed671882
19,0,0,0.0,0.0,1,0,1,0,1,Eli,Patel,383b8a49
19,2,5,12.5,11.6,0,1,1,0,1,Alice,Smith,2ec199a1
24,7,8,13.142857142857142,11.833333333333334,1,0,1,0,1,Bob,Jones,7ffba836
18,5,5,15.0,14.2,0,0,1,1,0,Charlie,Taylor,09ea3557
20,1,6,10.0,13.0,0,0,0,0,1,Dana,Brown,a57e4959
18,6,6,12.166666666666666,11.2,0,1,0,1,1,Eli,Patel,4dd18d8b
21,3,6,12.0,12.5,1,1,0,0,1,Alice,Smith,7058ac29
33,7,7,12.857142857142858,12.666666666666666,1,0,0,0,0,Bob,Jones,b1f21726
26,3,6,11.75,12.8,0,1,0,0,1,Charlie,Taylor,2e9a389b
21,5,6,11.833333333333334,13.25,0,0,0,0,1,Dana,Brown,6e40b889
20,6,6,12.555555555555555,11.8,0,1,0,0,1,Eli,Patel,8868d1d5
20,2,5,14.5,11.25,0,0,0,0,1,Alice,Smith,8d4f4799
43,6,6,12.875,12.142857142857142,0,0,1,0,1,Bob,Jones,53d39a7c
26,5,5,12.0,10.2,0,0,1,0,1,Charlie,Taylor,2a7632fa
33,1,5,13.0,14.0,0,1,1,0,1,Dana,Brown,78322eda
19,5,6,10.8,10.5,0,0,1,0,1,Eli,Patel,2ba4a421
18,6,6,12.833333333333334,11.4,0,1,1,0,1,Alice,Smith,0d0424d2
21,5,5,12.6,12.833333333333334,1,0,1,1,1,Bob,Jones,7865d1f7
