student_number,first_name,last_name,age_at_enrollment,application_order,curricular_units_1st_sem_enrolled,daytime_evening_attendance,debtor,displaced,gender,marital_status,scholarship_holder,tuition_fees_up_to_date,curricular_units_1st_sem_approved,curricular_units_1st_sem_grade,curricular_units_2nd_sem_grade
42fcee87,Patrick,Frank,27,1,5,0,0,0,0,1,0,1,5,15.2,14.0
dd7eb464,Lucas,Thompson,20,2,5,1,0,0,0,1,0,1,4,11.75,10.5
27f12228,Michelle,Oneal,20,1,0,1,0,1,0,1,0,1,0,0.0,0.0
ce8fd5a8,Mark,Bush,19,1,6,1,0,1,0,1,0,1,6,14.0,15.0
1d42d996,Jennifer,Anderson,25,1,5,0,0,0,0,1,0,1,4,12.5,11.0
81094d8a,Kristin,Anderson,19,1,5,1,0,1,1,1,0,1,3,10.666666666666666,14.0
41ed526d,Jean,Robles,19,1,6,1,0,0,1,1,0,1,4,12.25,12.666666666666666
eef70141,Haley,Hoover,20,1,0,1,0,1,1,1,0,1,0,0.0,0.0
a5c6067c,Joseph,Brewer,19,1,5,1,0,0,1,1,0,1,5,11.8,12.4
833d783d,Anthony,Thompson,18,1,5,1,0,0,1,1,0,1,2,14.0,11.0
c66efb13,Joshua,Johnson,19,4,5,1,0,1,1,1,0,1,4,10.75,12.25
70ef6f9f,Lynn,Norton,31,1,6,0,0,0,0,1,0,1,4,12.25,12.0
ff4a96bb,Jake,Norman,24,1,6,1,1,0,0,1,0,0,4,12.5,11.5
a8c76e0e,Keith,Taylor,33,1,8,1,0,0,1,2,1,1,1,10.0,10.0
6aa22c41,John,Watson,20,1,6,1,0,1,0,1,1,1,4,12.0,10.75
57a8f05b,Richard,Johnson,44,1,11,0,0,0,1,2,0,1,9,12.333333333333334,11.0
5ac737d4,Jacqueline,Sanchez,18,5,7,1,0,1,1,1,0,1,6,12.035714285714286,13.75
6f71d7b7,Andrea,Perez,19,4,6,1,0,1,1,1,0,1,5,12.2,12.0
aa04bb37,Andrew,Barber,21,1,9,1,0,1,1,1,0,1,7,11.285714285714286,12.25
420ce62b,Bridget,Cannon,20,2,6,1,0,1,1,1,0,1,5,11.8,12.0
abe50af2,Brenda,Nguyen,20,1,5,1,0,0,1,1,0,1,0,0.0,10.5
2df14e0d,Kenneth,Mccarty,18,1,5,1,0,0,1,1,1,0,5,14.2,14.2
59260d2d,Nicolas,Martin,19,1,12,1,1,0,1,1,0,1,10,12.7,12.272727272727272
c1efc753,Jared,Snyder,26,1,8,1,0,0,1,1,0,0,8,15.125,13.666666666666666
d746f668,Andrew,Preston,32,1,7,1,1,0,1,1,0,1,3,12.0,10.333333333333334
fa7085a5,Grace,Bailey,23,3,6,1,0,1,0,1,1,1,4,14.25,12.0
1527b03f,Elijah,Lang,24,1,5,1,0,0,0,1,0,1,2,10.5,10.0
fec034c7,Charles,Green,25,1,6,1,0,1,1,1,0,1,5,11.666666666666666,12.0
e57448a1,Heidi,Johnson,19,6,6,1,0,1,1,1,0,1,5,10.8,10.0
e468a695,Laura,Perry,21,1,6,1,0,0,1,1,0,1,5,12.8,12.25
95a75e2c,Jill,Logan,19,3,5,1,1,1,1,1,0,1,4,11.0,12.0
e13a37a7,Suzanne,Medina,25,1,5,1,0,0,1,1,0,1,3,11.0,11.5
c9b2b0ed,Jordan,Mann,21,1,7,1,0,1,0,1,0,1,4,13.125,12.333333333333334
121a5294,Lynn,Lyons,19,3,5,1,0,0,1,1,1,1,5,11.8,11.5
66040153,Darryl,Buchanan,18,5,5,1,0,0,1,1,1,0,5,12.2,12.0
6c82c65e,Hayden,Simmons,24,1,6,1,1,0,1,1,0,1,6,14.88888888888889,13.727272727272728
b67553c5,Steven,Carter,19,1,6,1,0,1,0,1,0,0,5,13.0,11.666666666666666
26dc61c0,Jon,Jackson,19,3,7,1,0,1,0,1,1,1,4,12.65,11.1
24421632,Joann,Miller,19,1,5,1,0,1,0,1,0,1,1,11.0,0.0
be252827,Raymond,Henry,21,1,5,1,0,1,0,1,0,1,3,11.333333333333334,10.5
5e7a4bec,Anne,Reynolds,18,1,5,1,0,0,0,1,1,1,4,11.571428571428571,12.0
27723685,Steven,Henderson,39,1,7,1,0,1,0,2,0,1,5,12.16,12.16
e23e79dc,Heather,Garcia,20,2,5,1,1,1,1,1,0,1,5,13.2,11.4
cd3c8ed9,Kelly,Thompson,19,3,6,1,0,0,1,1,0,1,3,12.5,11.0
97713481,Timothy,Jones,27,1,2,0,0,0,1,2,0,1,2,12.5,12.5
c2f69f21,Matthew,Gutierrez,34,1,5,1,0,0,1,1,0,1,0,0.0,11.0
1aeccd51,Thomas,Stewart,41,1,7,1,1,0,1,2,0,1,5,14.333333333333334,14.636363636363637
69946eaf,James,Massey,48,1,7,1,0,0,0,2,0,1,4,11.75,11.725
ca562c4d,Manuel,Robbins,18,1,0,1,0,1,0,1,0,1,0,0.0,0.0
fb0a974c,James,Larson,19,1,6,1,0,1,0,1,0,1,2,10.5,11.0
85fbb61c,Kendra,Barnes,21,1,6,1,0,0,0,1,0,1,4,12.0,11.5
4fed05fe,Regina,Beck,19,1,6,1,0,1,0,1,0,1,5,12.333333333333334,11.0
09a52907,David,King,20,1,6,1,1,0,0,1,0,1,5,12.2,14.6
28fa50f1,Shawn,Baker,20,1,6,1,0,1,0,1,0,1,5,14.2,13.5
c28aafdc,Jessica,Walker,18,1,6,1,0,0,0,1,0,1,5,12.8,10.0
e1d35f37,Stephen,Alexander,18,1,6,1,0,0,0,1,1,0,5,11.8,13.0
a26d85c2,David,Moore,17,4,8,1,0,1,0,1,0,1,5,12.46,12.46
4bc9bd22,Denise,Barrett,18,4,6,1,0,1,0,1,0,1,5,11.833333333333334,11.5
4593c895,Paul,Horton,24,1,9,1,1,1,0,1,0,0,8,13.125,13.0
cdf9c0df,Kellie,Romero,20,1,8,1,0,0,0,1,1,1,0,0.0,0.0
196ab910,Danielle,Welch,18,3,5,1,0,1,0,1,0,1,3,12.333333333333334,11.6
3f760181,Ashley,Marshall,18,1,6,1,1,0,0,1,0,1,4,13.25,10.666666666666666
8b956b1f,Kimberly,Larsen,20,1,11,1,1,0,0,1,0,1,8,12.625,11.0
befe14fb,Daniel,Mosley,19,4,7,1,0,1,0,1,0,1,4,12.85,12.62142857142857
dcb781a3,Brian,Love,20,1,6,1,0,0,0,1,0,1,6,14.285714285714286,13.0
45b0c491,Jane,Pacheco,34,1,5,0,0,0,0,2,0,1,0,0.0,0.0
01159ca4,Matthew,Smith,18,5,6,1,0,1,0,1,0,1,4,11.25,12.2
cd1ea53f,Tyler,Pittman,25,1,6,0,1,0,0,1,0,1,6,11.333333333333334,11.75
281fef6e,Carlos,Peterson,21,1,6,1,0,1,0,1,0,1,5,11.6,13.0
6cef52a1,Jennifer,Lynn,34,1,5,0,0,0,0,2,0,1,2,11.5,11.75
01d2c7f2,Richard,White,17,2,0,1,0,1,1,1,0,1,0,0.0,0.0
6a262275,Clarence,Elliott,22,1,6,1,0,0,1,1,0,1,3,14.5,14.375
d5aa883d,Reginald,Calhoun,19,6,7,1,0,1,0,1,0,1,5,13.44,13.066666666666668
3fd9fefc,Michael,Hoffman,20,1,6,1,0,0,0,1,0,1,6,13.0,12.0
0c861f45,Christian,Davis,19,4,6,1,0,1,0,1,0,1,5,12.666666666666666,11.0
93f32d96,Samuel,Bush,21,3,5,1,0,1,0,5,0,1,5,12.2,11.333333333333334
501537e3,Charles,Hart,21,1,6,1,0,0,0,1,0,1,5,11.8,11.833333333333334
d2e04770,Brandon,Soto,18,1,7,1,0,0,0,1,1,1,5,12.16,13.4
3086be1d,Wendy,Davis,18,1,6,1,0,1,0,1,0,1,1,15.0,12.5
fc095de3,Michelle,Spencer,18,1,5,1,0,1,0,1,0,1,2,11.5,11.8
8a2b48e9,Martha,Romero,19,3,5,1,0,1,0,1,0,1,1,13.0,15.333333333333334
83d98aef,Melissa,Williams,18,1,0,1,0,1,0,1,0,1,0,0.0,0.0
ae784588,Michele,Clark,18,1,6,1,0,0,0,1,0,1,6,12.0,12.75
5fbcf10b,Margaret,Weaver,18,5,7,1,0,1,0,1,0,1,7,12.385714285714286,12.728571428571428
0b08c24c,Megan,Quinn,18,1,6,1,1,1,0,1,0,0,5,12.4,14.166666666666666
b4afb66a,Samantha,Riley,21,1,6,1,0,1,0,1,0,1,3,11.75,12.333333333333334
c2f49ab0,Sara,Bennett,18,2,0,1,0,1,0,1,0,1,0,0.0,0.0
74f5c754,Emily,Lang,19,2,6,1,0,1,0,1,0,1,1,11.5,10.5
3ef2e204,James,Smith,18,1,6,1,0,0,0,1,1,1,6,12.0,11.142857142857142
798810c6,Lindsey,Gutierrez,18,1,0,1,0,1,1,1,1,1,0,0.0,0.0
455cc1b4,Ryan,Crawford,18,1,5,1,0,0,1,1,0,1,3,11.0,11.0
5a0333a6,Randy,Fuller,19,2,6,1,0,1,1,1,1,1,4,12.0,12.285714285714286
4df7c7a8,Brenda,Poole,20,2,5,1,0,1,1,1,0,1,2,10.5,12.25
f460df2a,Jesse,White,19,1,6,1,0,1,1,1,0,1,3,11.666666666666666,10.333333333333334
2f63bc36,Timothy,Conner,20,1,7,1,0,0,1,1,1,1,6,14.142857142857142,14.125
0e0225c9,Richard,Forbes,22,1,5,1,0,0,1,1,0,1,0,0.0,13.333333333333334
19c22c4f,Debra,Gray,22,2,5,1,0,1,1,1,1,1,3,12.333333333333334,10.571428571428571
9ad1cfc8,Samantha,Martin,19,1,5,1,0,0,1,1,0,1,5,10.2,12.0
81fed882,Seth,Alvarez,19,2,6,1,0,0,1,1,0,1,5,12.6,11.0
ee7150e3,Ashley,Long,18,1,5,1,0,0,1,1,0,1,4,12.25,11.666666666666666
1de918e1,James,Bentley,18,2,6,1,0,0,1,1,1,1,3,10.666666666666666,12.0
3593f94e,Holly,Fernandez,19,1,6,1,0,0,1,1,0,1,4,12.75,13.0
3e3d25e5,Dustin,Robinson,24,1,6,1,0,0,1,1,0,1,6,11.333333333333334,11.333333333333334
7b007be0,Charles,Torres,25,1,6,1,1,1,1,1,0,0,0,0.0,0.0
618abb5f,Kim,Cruz,37,1,5,0,0,0,1,2,0,1,4,10.75,11.333333333333334
80e6d8a3,Elizabeth,Thompson,19,1,5,1,0,0,1,1,0,1,5,12.0,10.5
bf62a10b,Meredith,Wilkinson,19,1,7,1,0,0,1,1,1,1,6,12.528571428571428,12.416666666666666
81935b0e,Brian,Stone,21,2,8,1,0,0,1,1,1,1,0,0.0,0.0
c81a7f2d,Larry,Sloan,20,1,7,1,0,0,1,1,0,1,3,10.666666666666666,11.5
49b95dbf,Jose,Wilson,19,2,6,1,0,0,1,1,1,1,6,13.125,12.714285714285714
7910b115,Pamela,Forbes,42,1,6,1,0,1,1,1,0,1,5,12.4,11.8
bd97389e,Regina,Kline,21,1,6,1,0,0,1,1,0,0,5,14.0,14.8
68bb56a6,Anne,Franklin,19,1,6,1,0,1,1,1,0,1,5,11.4,11.0
e4aec21c,Yolanda,Roberts,21,1,6,1,0,0,1,1,0,1,4,11.75,10.5
1e9e2d00,Lori,Gordon,20,1,6,1,0,0,1,1,0,1,6,13.428571428571429,11.5
66460d26,Jacqueline,Huang,19,1,5,1,0,0,1,1,0,1,4,11.8,11.5
373b10ce,Grace,Adams,23,1,7,1,0,0,1,1,0,1,3,14.0,14.0
c940bd1e,William,Griffin,18,1,6,1,0,0,1,1,0,1,6,12.333333333333334,10.8
9a5d7a00,Whitney,Henson,22,1,5,1,1,0,1,1,1,1,5,10.666666666666666,11.0
1951b71e,John,Hebert,19,5,5,1,0,1,1,1,0,1,5,11.833333333333334,14.714285714285714
e6d59b2a,Kaylee,Sanchez,22,3,6,1,0,1,1,1,1,1,6,11.666666666666666,12.166666666666666
1b3e8d67,Yolanda,Rubio,38,1,6,1,0,0,1,1,0,1,5,16.0,16.5
fef1c38b,Dillon,Stone,27,1,7,1,0,1,1,1,0,1,7,14.085714285714284,14.085714285714284
b29be01a,Kimberly,Tucker,19,1,5,1,0,1,1,1,0,1,0,0.0,10.0
37f06dec,Ashley,Brown,20,1,5,1,0,0,1,1,0,1,5,15.8,13.714285714285714
fa4e633c,Adam,Murray,18,4,5,1,0,1,1,1,0,1,4,12.5,14.666666666666666
1d2b904d,Amanda,Wilcox,19,1,6,1,0,0,1,1,0,1,4,12.5,13.25
e06341fc,David,Weber,24,1,5,1,1,0,1,1,0,1,1,10.0,11.0
45f7f183,Christopher,Butler,22,1,5,1,0,1,1,1,0,1,0,0.0,11.666666666666666
f93e8f6f,Travis,Lee,19,1,6,1,0,0,1,1,1,1,4,12.0,12.5
ea83e162,Sarah,Moore,23,1,17,1,1,1,1,1,0,1,13,12.153846153846152,11.909090909090908
8b75d0b8,Shawna,Ramirez,29,1,6,1,0,1,1,1,0,0,6,16.5,13.8
fd026b93,Shelly,Flores,20,1,6,1,0,0,1,1,0,1,6,11.285714285714286,11.77777777777778
4baa63b9,Kevin,Casey,22,3,0,1,0,1,1,1,0,1,0,0.0,0.0
e2264adf,Mario,Bishop,20,2,6,1,0,1,1,1,0,1,5,14.0,12.0
512d1f20,Jennifer,Campbell,24,1,5,1,0,1,1,1,0,1,4,13.75,12.0
9a7ccdb9,Krystal,Johnson,21,1,12,1,1,0,1,1,0,1,10,11.8,11.444444444444445
92fa656f,Chad,Cooper,20,1,5,1,0,0,1,1,0,1,4,11.5,0.0
cc33d587,Nathan,White,22,5,6,1,0,1,1,1,0,1,5,13.4,10.666666666666666
f9ef9e14,Amanda,Bailey,18,1,5,1,0,0,1,1,0,1,2,13.5,12.333333333333334
ee90872d,John,Young,22,1,6,1,0,1,1,1,0,1,3,11.333333333333334,12.333333333333334
aed2c929,Jennifer,Martinez,19,2,6,1,0,1,1,1,0,1,5,11.4,12.4
a11541b1,Elijah,Parrish,43,2,5,0,0,0,0,2,0,1,3,10.666666666666666,12.5
3d9f7379,Jennifer,Bishop,24,1,7,1,0,0,1,1,0,1,7,13.571428571428571,13.4
ab87b6ad,Kenneth,Obrien,18,4,5,1,0,1,1,1,0,1,4,12.0,13.0
e0c523a5,Eric,Flores,21,1,5,1,0,0,1,2,0,1,0,0.0,11.666666666666666
4286a046,Rachel,Phillips,39,1,6,0,0,0,1,1,0,1,5,11.4,11.0
238fa47f,Lisa,Miranda,34,1,7,1,0,0,1,1,0,1,6,11.333333333333334,12.6
d80a3c3b,Daniel,Oliver,18,1,0,1,1,0,1,1,0,0,0,0.0,0.0
593c6938,Peter,Howard,21,1,12,1,0,0,1,1,0,1,12,15.083333333333334,13.083333333333334
2a52b192,Anthony,Holmes,27,1,5,1,0,0,1,1,0,1,3,10.0,13.0
e92d8f73,Daniel,Hunt,18,1,5,1,0,1,1,1,0,1,4,10.0,16.0
fbac61e0,Jacob,Martin,20,1,6,1,0,0,1,1,1,1,5,13.833333333333334,12.3
4a31c532,Margaret,Parker,19,1,6,1,0,1,1,1,0,1,5,11.6,11.0
6de45fde,Raymond,Smith,23,1,6,1,0,1,1,1,0,1,6,12.666666666666666,12.2
6acaee0e,Ellen,Doyle,22,1,0,1,0,1,1,1,0,1,0,0.0,0.0
a7cf7f84,Fernando,Odom,20,6,5,1,0,1,1,1,0,1,3,12.666666666666666,12.5
f030c896,April,French,20,2,6,1,0,1,1,1,0,1,3,13.666666666666666,10.25
7448a20c,Jennifer,Barrett,19,2,5,1,0,0,1,1,0,1,5,10.8,13.5
b8f22e15,Lisa,Alvarado,18,1,7,1,0,1,0,1,0,1,4,11.575,12.419999999999998
fc9399ae,Anthony,Fisher,20,4,5,1,0,1,1,1,0,1,4,14.25,10.0
2d24a1e4,Makayla,Craig,18,1,6,1,0,1,0,1,1,1,6,12.833333333333334,13.0
01abb65c,Phillip,Berry,19,2,6,1,0,1,0,1,0,1,5,11.4,10.75
0d0a6d8f,Jeremiah,Diaz,19,1,5,1,0,0,0,1,0,1,5,14.857142857142858,15.142857142857142
3d554b8a,Steven,Butler,19,1,6,1,0,0,0,1,0,1,3,11.666666666666666,11.5
29558fdf,Isaac,Marsh,20,3,6,1,0,1,0,1,1,1,6,12.5,14.333333333333334
8c826236,Carlos,Adams,18,4,5,1,1,1,1,1,0,1,3,10.666666666666666,11.333333333333334
205a721e,John,Guzman,18,1,5,1,0,1,1,1,0,1,4,10.5,10.5
4d0ed18a,Kevin,Harrison,18,2,0,1,0,1,0,1,0,1,0,0.0,0.0
b5de756c,Carl,Yu,19,1,5,1,0,0,0,1,0,1,5,11.5,10.666666666666666
839d2fd3,Carla,Williams,20,1,6,1,0,0,0,1,0,1,1,12.0,0.0
d70edc72,John,Daniel,26,1,6,0,0,0,0,1,0,1,3,10.666666666666666,11.2
36669e71,Jose,Mcdowell,41,1,5,1,1,0,0,1,0,1,5,11.6,12.2
153bc25d,Margaret,Curry,26,1,5,0,0,0,0,1,0,1,4,12.0,11.25
115ee2e8,Marc,Johnson,21,2,5,1,0,1,0,1,0,1,3,12.0,12.666666666666666
04187400,Chase,Levine,24,4,5,1,0,1,0,1,0,1,2,10.5,11.0
4844f204,Michele,Carlson,18,4,6,1,0,1,0,1,0,1,5,12.2,12.2
d71547da,Robin,Singleton,22,1,7,1,1,1,0,1,0,0,6,11.5,13.166666666666666
ed6e5136,Allison,Richard,23,1,5,1,0,1,0,1,0,1,2,10.0,12.0
9e5c4a57,Margaret,Martin,21,3,5,1,0,1,0,1,0,1,2,13.0,12.0
487b37b6,George,Hart,18,3,6,1,0,1,0,1,0,1,5,13.4,12.0
84d8a007,Kimberly,Gray,22,1,6,1,0,1,0,1,0,1,4,12.25,11.333333333333334
2fc593b7,Sean,Williams,29,1,10,1,0,0,0,1,0,1,9,11.555555555555555,11.9
56981642,Victoria,Munoz,19,1,7,1,0,0,1,1,0,1,7,12.2,12.2
cec6d4da,Javier,Williams,18,1,5,1,0,0,1,1,1,1,4,10.8,11.75
9beedc69,Jesse,Bates,28,9,5,0,0,0,1,1,0,1,4,12.75,14.333333333333334
e8042c55,Rebecca,Hickman,20,1,6,1,0,1,1,1,0,1,6,12.714285714285714,13.0
17bad1ed,Laurie,Jackson,26,1,7,1,0,0,1,1,0,1,7,13.285714285714286,12.142857142857142
4002b096,Catherine,Gonzalez,20,1,7,1,0,0,1,1,0,1,5,13.976666666666668,13.22222222222222
de090fb6,Brandon,Harris,20,2,6,1,0,1,1,1,1,1,6,12.0,12.5
d15749ab,Mary,Mason,43,1,8,1,0,1,1,2,0,1,7,11.635714285714286,11.635714285714286
58d08977,Brian,Long,18,5,5,1,1,1,1,1,0,1,4,12.5,11.285714285714286
a7e9068d,Mary,Pratt,40,1,5,0,0,0,1,2,0,1,3,11.0,12.5
ffd31503,Bryan,Scott,27,1,6,1,0,0,1,1,0,1,6,10.666666666666666,11.25
afd7d209,Nicole,Gonzalez,26,1,6,1,1,1,1,1,0,1,0,0.0,0.0
99b5a57e,Harold,Chavez,20,2,5,1,0,1,1,1,0,1,5,10.8,12.0
0128da0f,Kristina,Alexander,20,1,5,1,0,0,1,1,0,1,5,11.0,10.0
d12c98b7,Felicia,Smith,20,1,5,1,1,1,1,1,0,1,0,0.0,0.0
edc64c8a,Amber,Thomas,30,1,7,1,1,0,1,1,0,1,4,14.4,13.5
81a3f5bc,Theresa,Duke,21,1,6,1,1,0,1,1,0,0,4,12.25,13.4
4c5c6b77,Christopher,Carter,19,1,5,1,0,0,1,1,0,1,0,0.0,0.0
e23ccb70,Zachary,Brewer,25,1,7,1,0,0,0,4,0,1,7,11.95,12.042857142857144
fd85d338,Haley,Ball,26,2,7,1,0,0,0,2,1,1,0,0.0,0.0
259815b7,Mark,Griffith,19,2,5,1,0,1,0,1,0,1,3,11.0,11.75
3eea9e5f,Pamela,Lee,21,1,6,1,0,0,0,1,0,1,4,11.75,13.666666666666666
4a2bbbb5,Sarah,Cox,21,1,5,1,0,1,0,1,0,1,1,11.0,10.5
5eb96b38,William,Garcia,26,1,6,1,0,0,0,1,0,0,6,15.428571428571429,14.5
f8b14d0e,Dana,Thomas,20,1,8,1,0,1,0,1,0,1,7,14.014285714285714,14.014285714285714
809d801a,Henry,Austin,18,2,6,1,0,1,0,1,0,1,2,10.333333333333334,13.333333333333334
1efd104c,Patrick,Bradshaw,20,1,7,1,1,1,1,1,0,1,7,12.401428571428571,11.808333333333332
65dc47cb,Katie,Romero,23,1,6,1,0,0,1,1,0,1,0,0.0,0.0
e8a118bc,Wayne,Gould,20,1,6,1,0,0,1,1,0,1,4,10.8,12.0
f7deb83a,Rachael,Herrera,45,1,9,0,0,0,0,1,0,1,8,11.0,10.833333333333334
073da041,David,Roberts,26,1,6,0,0,1,0,1,1,1,3,12.333333333333334,11.666666666666666
cd1d5fcc,Nicole,Perry,25,1,5,0,0,0,0,1,0,1,3,11.0,11.25
d67b91bb,Dylan,Williams,19,1,8,1,0,1,1,1,0,1,5,12.858,12.858
3a12cd39,Sharon,Smith,19,4,7,1,0,0,0,1,1,1,5,14.06,11.242857142857142
c19174e3,Pamela,Collins,18,2,0,1,0,1,0,1,1,1,0,0.0,0.0
2f91493d,Mary,Luna,19,2,5,1,0,1,0,1,0,1,4,13.75,12.6
643a787c,Jonathan,Thomas,23,1,6,1,0,1,0,1,0,1,3,11.333333333333334,11.0
8d67e49e,Christopher,Manning,20,1,6,1,0,1,0,1,0,1,5,13.2,12.666666666666666
cc14ba69,Nathan,Castaneda,19,3,5,1,0,1,1,1,0,1,3,11.333333333333334,11.0
e7869e18,Doris,Mullen,29,1,5,0,0,0,1,4,0,1,0,0.0,0.0
1036770b,Shannon,Brown,18,1,6,1,0,1,0,1,0,1,6,14.625,14.142857142857142
f8fc531e,Michael,Patterson,19,3,7,1,0,1,0,1,0,1,4,13.375,12.116666666666667
915bc441,Paul,Stanley,19,1,5,1,0,0,0,1,1,1,4,11.0,13.857142857142858
0ac010a4,Brandon,Rodriguez,18,1,6,1,0,1,0,1,0,1,0,0.0,11.0
75b80faf,Jennifer,Clark,19,1,6,1,0,1,0,1,1,1,6,13.285714285714286,14.6
80eb7986,Angela,Herman,19,5,7,1,0,1,0,1,0,1,5,11.716666666666669,13.7
b67dd200,Bobby,Cole,18,2,6,1,0,1,0,1,0,1,6,12.333333333333334,12.833333333333334
ef458ceb,Tony,Bennett,18,3,5,1,0,1,0,1,0,1,5,12.6,11.0
abae4925,Emily,Hernandez,34,1,6,1,1,0,0,2,0,0,6,14.333333333333334,12.833333333333334
399afe81,Jonathan,Clark,22,2,5,1,0,0,0,1,0,1,3,12.0,11.0
788270a8,Nicole,Fitzpatrick,50,2,5,1,0,0,0,2,0,1,3,13.333333333333334,12.2
a4cc450d,Amy,Davis,25,1,6,1,0,0,0,1,1,1,3,11.666666666666666,11.333333333333334
c33d6e97,Katie,Cortez,50,1,5,0,0,0,0,2,0,1,2,10.5,11.0
8337976b,Michael,Heath,48,1,6,0,0,1,0,4,0,1,5,13.0,12.5
85de9496,Carrie,Harris,41,1,5,1,0,0,0,2,0,1,4,14.5,13.0
43cc8e77,Christopher,Luna,28,1,10,0,0,0,0,2,0,1,6,10.666666666666666,11.333333333333334
acccab1a,Natasha,Knight,53,1,15,1,0,0,0,1,0,1,15,11.8,11.666666666666666
b3d4810e,Julie,Davila,49,1,6,0,0,0,0,1,0,1,5,12.333333333333334,11.5
85b97a80,Patricia,Johnson,22,1,10,1,0,1,0,1,0,1,8,11.0,11.2
1884defc,Mario,Gill,40,1,5,0,0,0,0,1,0,1,4,11.25,12.0
0e957db9,Brian,Martin,36,1,12,0,0,0,0,2,0,1,11,11.5,11.4375
60cb2819,Patrick,Faulkner,48,1,6,0,0,0,0,6,1,1,6,10.666666666666666,11.8
2b2a261c,Jennifer,Reed,34,1,6,0,0,0,0,1,0,1,4,13.25,0.0
200f4384,Leah,Rhodes,19,3,8,1,0,1,0,1,0,1,1,13.67,13.67
dacdca42,Adam,Griffin,34,1,5,0,0,0,0,2,0,1,4,11.0,10.75
da175cc1,Melinda,Cole,28,2,7,1,0,1,0,2,0,1,7,12.428571428571429,12.3
e759a283,Jennifer,Lopez,35,2,5,1,0,0,0,2,0,1,5,11.4,12.333333333333334
7e679397,Richard,Smith,18,4,8,1,0,1,0,1,0,1,0,0.0,0.0
99d61618,Daniel,Werner,18,1,5,1,0,0,0,1,0,1,3,12.0,13.0
346bb5c3,Carla,Wong,20,2,6,1,0,1,0,1,0,1,4,12.25,11.5
4bceef7d,Gabriela,Alexander,18,2,6,1,0,1,0,1,0,1,4,11.75,11.2
90330c40,Jacob,Hernandez,20,1,5,1,0,0,0,1,0,1,4,11.0,11.5
33a11c77,Sheryl,Jones,24,1,8,1,0,0,0,1,0,1,7,12.714285714285714,12.714285714285714
40b10cf4,Sherri,Hanson,19,5,5,1,0,1,0,1,1,1,2,10.0,11.75
27c7c26c,Joshua,Hunt,18,4,6,1,0,1,0,1,0,1,6,12.571428571428571,12.571428571428571
11210380,Sarah,Sanders,18,5,7,1,0,1,0,1,0,1,6,13.39,12.757142857142856
a5fa7823,Vanessa,Hopkins,19,1,5,1,0,0,0,1,0,1,3,12.333333333333334,10.25
47d1bdca,Charles,Zamora,19,1,5,1,0,1,0,1,0,1,2,11.5,10.857142857142858
1648b273,Stefanie,Romero,19,2,6,1,0,0,0,1,0,1,6,15.0,14.0
fc977bcb,Brian,Wright,19,3,7,1,0,1,0,1,0,1,5,12.32,11.9
44eb6d31,Anthony,Watson,20,3,6,1,0,1,1,1,1,1,6,11.333333333333334,10.571428571428571
ce7bc6f4,Tamara,Hinton,33,1,5,1,0,1,1,1,0,1,4,12.0,13.666666666666666
3bacd7c7,Robyn,Noble,20,1,6,1,0,1,1,1,0,1,5,12.8,11.6
2a84e4b7,John,Martinez,27,1,5,1,1,0,1,1,0,0,0,0.0,0.0
3e14d3ce,Ian,Moore,33,1,8,1,0,0,0,2,0,1,6,12.833333333333334,12.0
8576afec,Maureen,Wilkinson,20,1,6,1,0,1,0,1,1,1,5,13.2,12.833333333333334
4847cc54,David,Boone,19,1,6,1,0,1,0,1,0,1,5,11.6,11.666666666666666
82503745,Michelle,Reed,18,5,6,1,0,1,0,1,0,1,6,13.166666666666666,12.5
bd60c03a,Steven,Curtis,19,1,6,1,0,1,0,1,0,1,5,12.6,12.375
26b5b8db,Eric,Henderson,21,1,5,1,0,1,0,1,0,1,3,11.333333333333334,13.333333333333334
66ffbe4a,James,White,19,5,5,1,0,1,0,1,1,1,3,10.5,11.75
8d623a5c,Laura,Moore,21,1,6,1,0,1,0,1,0,1,6,10.375,11.666666666666666
ac0ff986,Jacob,Martin,21,6,7,1,0,1,0,1,0,1,6,13.25,13.8375
6b2b5f9b,Amber,Perez,18,1,7,1,0,1,0,1,0,1,7,12.50625,13.2
936c9b20,Ashley,Green,19,1,6,1,0,1,0,1,1,1,5,12.2,11.5
70025f67,Michelle,Henry,20,5,7,1,0,0,0,1,0,1,5,12.04,11.77142857142857
4730cdf3,Casey,Lee,20,3,5,1,0,0,0,1,0,1,5,11.166666666666666,10.75
3becdcb3,Timothy,Bryant,20,1,5,1,0,1,0,1,0,1,4,12.5,13.0
871bec47,Madeline,Mclean,18,5,7,1,0,1,0,1,0,1,6,12.183333333333332,11.783333333333331
dd924ec5,Michael,Walsh,18,2,5,1,0,0,0,1,0,1,2,10.0,11.333333333333334
e69bdedc,Brian,Thomas,21,1,6,1,0,1,1,1,0,1,6,11.166666666666666,14.666666666666666
755927f2,Timothy,Benitez,20,1,6,1,0,1,1,1,1,1,3,11.0,11.333333333333334
72fe7730,Lynn,Reed,19,5,6,1,0,1,0,1,1,1,5,11.333333333333334,10.833333333333334
cb8fb96c,Jake,Franco,19,1,7,1,0,1,1,1,1,1,5,11.2,11.2
dc0e975c,Audrey,Lopez,28,1,5,1,0,1,1,1,0,1,4,10.5,11.0
1a7282f2,Dave,Jordan,21,2,5,1,0,0,1,1,0,1,3,11.25,11.0
